dataset,label,dataset_type,task_type,n_classes,train_size,val_size,test_size,rep_type,cnn_architecture,train_accuracy,train_precision,train_recall,train_f1,train_n_classes,val_accuracy,val_precision,val_recall,val_f1,val_n_classes,test_accuracy,test_precision,test_recall,test_f1,test_n_classes,error,train_r2,train_mse,train_rmse,train_mae,val_r2,val_mse,val_rmse,val_mae,test_r2,test_mse,test_rmse,test_mae
Dyslexia_1_ready_data_fixations,Dyslexia_label,2d,classification,2.0,360.0,120.0,120.0,baseline_fixed,large_resnet,0.9,0.9012987012987012,0.8923809523809524,0.8960705693664796,2.0,0.5333333333333333,0.6754385964912282,0.5333333333333333,0.4148380355276906,2.0,0.4833333333333333,0.2457627118644068,0.4833333333333333,0.3258426966292135,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,Dyslexia_label,2d,classification,2.0,360.0,120.0,120.0,baseline_zoomed,large_resnet,0.9444444444444444,0.9436511983681796,0.941904761904762,0.9427462705556792,2.0,0.4583333333333333,0.4327655759748992,0.4583333333333333,0.4014273655130074,2.0,0.5416666666666666,0.5543675244653861,0.5416666666666666,0.513238439412936,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,Dyslexia_label,timeseries,classification,2.0,360.0,120.0,120.0,,,0.7805555555555556,0.7755244755244756,0.7814285714285714,0.7770723104056437,2.0,0.5,0.5,0.5,0.3475897064153678,2.0,0.6833333333333333,0.7014652014652014,0.6833333333333333,0.6760443307757886,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,Dyslexia_label,merged,classification,2.0,360.0,120.0,120.0,gaf_fixed,large_resnet,0.8444444444444444,0.8603730921424533,0.8238095238095238,0.8330628332946906,2.0,0.5,0.5,0.5,0.4047619047619047,2.0,0.5833333333333334,0.6391465677179963,0.5833333333333334,0.5368941031182464,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,Dyslexia_label,merged,classification,2.0,360.0,120.0,120.0,mtf_fixed,large_resnet,0.8083333333333333,0.8146008240651816,0.8223809523809524,0.8077979557254389,2.0,0.5166666666666667,0.53,0.5166666666666666,0.45625,2.0,0.6,0.6041666666666667,0.6,0.595959595959596,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,Dyslexia_label,merged,classification,2.0,360.0,120.0,120.0,heatmap_fixed,large_resnet,0.8611111111111112,0.8575851393188854,0.8666666666666667,0.859375,2.0,0.6,0.6669758812615956,0.6,0.5554183389935166,2.0,0.4083333333333333,0.2627606038820992,0.4083333333333334,0.3011237798375851,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,Dyslexia_label,merged,classification,2.0,360.0,120.0,120.0,heatmap_zoomed,large_resnet,0.7611111111111111,0.8107142857142857,0.720952380952381,0.7252883762200533,2.0,0.5,0.5,0.5,0.4791666666666667,2.0,0.5916666666666667,0.6719645648775404,0.5916666666666667,0.5376995046780407,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,Dyslexia_label,merged,classification,2.0,360.0,120.0,120.0,baseline_fixed,large_resnet,0.9444444444444444,0.9405176704828272,0.9495238095238094,0.943522324370117,2.0,0.525,0.5900900900900901,0.525,0.4202898550724637,2.0,0.4833333333333333,0.4639423076923077,0.4833333333333333,0.4030808729139923,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,Dyslexia_label,merged,classification,2.0,360.0,120.0,120.0,baseline_zoomed,large_resnet,0.8888888888888888,0.90625,0.8714285714285714,0.8814814814814815,2.0,0.4916666666666666,0.4865531151949798,0.4916666666666667,0.4382626045583608,2.0,0.5,0.5,0.5,0.4375,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Age_label,2d,classification,4.0,360.0,120.0,120.0,gaf_fixed,large_resnet,0.8972222222222223,0.9091400568848228,0.8861111111111111,0.8948235445581968,4.0,0.25,0.2048748353096179,0.25,0.1981276176398127,4.0,0.3166666666666666,0.3149073149073149,0.3166666666666666,0.290880412410795,4.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Age_label,2d,classification,4.0,360.0,120.0,120.0,mtf_fixed,large_resnet,0.2638888888888889,0.2436003303055326,0.2625,0.126421727237539,4.0,0.2166666666666666,0.09102402022756,0.2166666666666666,0.1009261009261009,4.0,0.25,0.3114406779661017,0.25,0.1141020052310374,4.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Age_label,2d,classification,4.0,360.0,120.0,120.0,heatmap_fixed,large_resnet,0.7361111111111112,0.8005971399041061,0.7097222222222223,0.7189368871351768,4.0,0.125,0.1160714285714285,0.125,0.1118263196751568,4.0,0.175,0.1478723404255319,0.175,0.157388926862611,4.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Age_label,2d,classification,4.0,360.0,120.0,120.0,heatmap_zoomed,large_resnet,0.6083333333333333,0.6178575310212939,0.5951388888888889,0.5965453276154382,4.0,0.2416666666666666,0.1957259953161592,0.2416666666666666,0.1871878121878122,4.0,0.4333333333333333,0.4028907496012759,0.4333333333333333,0.3833800186741363,4.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Age_label,2d,classification,4.0,360.0,120.0,120.0,baseline_fixed,large_resnet,0.6,0.7557452038922555,0.5756944444444444,0.5790103336962846,4.0,0.2583333333333333,0.3086309523809524,0.2583333333333333,0.1843358395989975,4.0,0.45,0.7435815147625161,0.45,0.3507274244982984,4.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Age_label,2d,classification,4.0,360.0,120.0,120.0,baseline_zoomed,large_resnet,0.95,0.9516067513923452,0.9534722222222222,0.9513411970332306,4.0,0.2416666666666666,0.2212152837674659,0.2416666666666666,0.2213711732982748,4.0,0.375,0.3789408866995074,0.375,0.3706073446327684,4.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Age_label,timeseries,classification,4.0,360.0,120.0,120.0,,,0.5305555555555556,0.4106756907308377,0.5,0.4256519072263753,4.0,0.4,0.2905789909015716,0.4,0.3346430268472321,4.0,0.4666666666666667,0.3895930913348946,0.4666666666666667,0.4065323565323565,4.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Age_label,merged,classification,4.0,360.0,120.0,120.0,gaf_fixed,large_resnet,0.5694444444444444,0.6405657439601405,0.5743055555555556,0.5792917396929279,4.0,0.1666666666666666,0.117251461988304,0.1666666666666666,0.1374509803921568,4.0,0.3666666666666666,0.4507661290322581,0.3666666666666667,0.36183690451425,4.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Age_label,merged,classification,4.0,360.0,120.0,120.0,mtf_fixed,large_resnet,0.9138888888888888,0.9150891692040016,0.9069444444444446,0.9097385877791369,4.0,0.4416666666666666,0.5032051282051282,0.4416666666666666,0.4557461648627061,4.0,0.2916666666666667,0.4040754555460438,0.2916666666666667,0.2853523388349259,4.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Age_label,merged,classification,4.0,360.0,120.0,120.0,heatmap_fixed,large_resnet,0.775,0.7829050229081647,0.7597222222222223,0.7674762337247358,4.0,0.15,0.133780487804878,0.15,0.1404289372599231,4.0,0.2083333333333333,0.1795138888888889,0.2083333333333333,0.1888998682476943,4.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Age_label,merged,classification,4.0,360.0,120.0,120.0,heatmap_zoomed,large_resnet,0.6166666666666667,0.6332665264502952,0.6222222222222222,0.6122084123874605,4.0,0.275,0.2208228317272053,0.275,0.2080512132845937,4.0,0.3583333333333333,0.3152998776009792,0.3583333333333333,0.3265858672236018,4.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Age_label,merged,classification,4.0,360.0,120.0,120.0,baseline_fixed,large_resnet,0.6361111111111111,0.7492182954445565,0.6027777777777777,0.6231861331924293,4.0,0.2583333333333333,0.2260416666666666,0.2583333333333333,0.1755050505050505,4.0,0.3833333333333333,0.3907552973342447,0.3833333333333333,0.3252453419598793,4.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Age_label,merged,classification,4.0,360.0,120.0,120.0,baseline_zoomed,large_resnet,0.975,0.978373015873016,0.9736111111111112,0.9755595271469956,4.0,0.2583333333333333,0.2785427216461699,0.2583333333333333,0.2271638514779438,4.0,0.4083333333333333,0.405629698144233,0.4083333333333333,0.3771963641659598,4.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Sex_label,2d,classification,2.0,360.0,120.0,120.0,gaf_fixed,large_resnet,0.6527777777777778,0.6562548298352446,0.6604761904761904,0.6513546807571027,2.0,0.4583333333333333,0.4541539316476799,0.4388888888888889,0.4195996725946871,2.0,0.45,0.4422336328626444,0.4499999999999999,0.4308709399252658,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Sex_label,2d,classification,2.0,360.0,120.0,120.0,mtf_fixed,large_resnet,0.4222222222222222,0.5842696629213483,0.5038095238095238,0.3084850947508404,2.0,0.25,0.3728813559322034,0.4888888888888889,0.2068155111633372,2.0,0.4916666666666666,0.2478991596638655,0.4916666666666666,0.329608938547486,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Sex_label,2d,classification,2.0,360.0,120.0,120.0,heatmap_fixed,large_resnet,0.7694444444444445,0.7701451065143563,0.75,0.755144184674386,2.0,0.6083333333333333,0.6041956098916366,0.6388888888888888,0.5803259171069276,2.0,0.5333333333333333,0.5352526439482961,0.5333333333333333,0.5268938327231766,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Sex_label,2d,classification,2.0,360.0,120.0,120.0,heatmap_zoomed,large_resnet,0.7944444444444444,0.7885699962401302,0.7923809523809524,0.7900643046274114,2.0,0.65,0.5969447708578144,0.6222222222222222,0.5956354300385109,2.0,0.3833333333333333,0.3812217194570135,0.3833333333333333,0.3805803571428571,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Sex_label,2d,classification,2.0,360.0,120.0,120.0,baseline_fixed,large_resnet,0.7277777777777777,0.7467105263157895,0.7476190476190476,0.7277693755980124,2.0,0.4416666666666666,0.5679205851619644,0.5722222222222222,0.4413174900979779,2.0,0.35,0.3493303571428571,0.35,0.3492769744160178,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Sex_label,2d,classification,2.0,360.0,120.0,120.0,baseline_zoomed,large_resnet,0.8916666666666667,0.8872504749151382,0.8947619047619048,0.8897881325996342,2.0,0.5166666666666667,0.4915824915824915,0.4888888888888889,0.4688644688644688,2.0,0.4166666666666667,0.4158249158249158,0.4166666666666666,0.4152046783625731,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Sex_label,timeseries,classification,2.0,360.0,120.0,120.0,,,0.5916666666666667,0.7941176470588236,0.51,0.3899782135076252,2.0,0.75,0.375,0.5,0.4285714285714285,2.0,0.5,0.25,0.5,0.3333333333333333,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Sex_label,merged,classification,2.0,360.0,120.0,120.0,gaf_fixed,large_resnet,0.8111111111111111,0.8064836666252639,0.8133333333333334,0.8082466474495551,2.0,0.5,0.4571428571428572,0.4444444444444444,0.4375,2.0,0.525,0.5262314194112503,0.525,0.5193591455273698,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Sex_label,merged,classification,2.0,360.0,120.0,120.0,mtf_fixed,large_resnet,0.725,0.7222880853586248,0.7023809523809523,0.7062290325505486,2.0,0.6333333333333333,0.4739583333333333,0.4777777777777777,0.4743130227001194,2.0,0.45,0.421875,0.45,0.3956043956043956,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Sex_label,merged,classification,2.0,360.0,120.0,120.0,heatmap_fixed,large_resnet,0.8416666666666667,0.8383458646616542,0.8471428571428572,0.8397863818424566,2.0,0.4583333333333333,0.479020979020979,0.4722222222222222,0.4337568058076225,2.0,0.5333333333333333,0.5339366515837104,0.5333333333333333,0.53125,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Sex_label,merged,classification,2.0,360.0,120.0,120.0,heatmap_zoomed,large_resnet,0.7777777777777778,0.7799972447995591,0.7580952380952382,0.7636554621848739,2.0,0.7416666666666667,0.6534672224327397,0.65,0.6516527764771982,2.0,0.425,0.4232736572890025,0.425,0.4217473287240729,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Sex_label,merged,classification,2.0,360.0,120.0,120.0,baseline_fixed,large_resnet,0.8666666666666667,0.8624746963562753,0.8638095238095238,0.8631135333819195,2.0,0.7166666666666667,0.6936026936026936,0.7555555555555555,0.6886446886446886,2.0,0.525,0.5258695027306697,0.525,0.5209748581833462,2.0,,,,,,,,,,,,,
Dyslexia_1_ready_data_fixations,meta_Sex_label,merged,classification,2.0,360.0,120.0,120.0,baseline_zoomed,large_resnet,0.9472222222222222,0.9585152838427948,0.9366666666666666,0.9445520797023322,2.0,0.6333333333333333,0.5,0.5,0.4998105342932929,2.0,0.3833333333333333,0.374401913875598,0.3833333333333333,0.3721719457013575,2.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,Dyslexia_label,2d,classification,2.0,2546.0,911.0,841.0,gaf_fixed,large_resnet,0.6802827965435978,0.6626570306058107,0.5550759309340545,0.5236325989836608,2.0,0.6454445664105378,0.510735171261487,0.5027719653989688,0.4444041637636254,2.0,0.643281807372176,0.4995748299319728,0.4998792577529232,0.4446058748943364,2.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,Dyslexia_label,2d,classification,2.0,2546.0,911.0,841.0,mtf_fixed,large_resnet,0.8955223880597015,0.918198143155472,0.8541059912627418,0.8756404945322921,2.0,0.6366630076838639,0.5587662337662338,0.5409970446750221,0.5337501952107271,2.0,0.5992865636147443,0.501937984496124,0.5014171326893746,0.4909319840427347,2.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,Dyslexia_label,2d,classification,2.0,2546.0,911.0,841.0,heatmap_fixed,large_resnet,0.7458758837391988,0.7263539729372614,0.6806480133139172,0.6909908424403376,2.0,0.6399560922063666,0.5726490447957839,0.5570949371184504,0.555551589143136,2.0,0.6349583828775267,0.5692853369557014,0.5583439247585155,0.5584894174058322,2.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,Dyslexia_label,2d,classification,2.0,2546.0,911.0,841.0,heatmap_zoomed,large_resnet,0.6818538884524745,0.7780066535143708,0.5393436654878303,0.4792761892064685,2.0,0.6487376509330406,0.438650607128868,0.4932426602239144,0.4079129092533918,2.0,0.6539833531510107,0.4569123020706455,0.4955039400101678,0.4112528597650602,2.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,Dyslexia_label,2d,classification,2.0,2546.0,911.0,841.0,baseline_fixed,large_resnet,0.6916732128829537,0.6649623289601116,0.5861374037861452,0.5771471901670817,2.0,0.6849615806805708,0.6402757822477649,0.5758191858834696,0.5666542359678127,2.0,0.6789536266349584,0.624695910973085,0.5612385612608033,0.5460924006908463,2.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,Dyslexia_label,2d,classification,2.0,2546.0,911.0,841.0,baseline_zoomed,large_resnet,0.795758051846033,0.8093523904099873,0.7268176617432911,0.7445410684694461,2.0,0.6245883644346871,0.545160703897615,0.5334927842612767,0.5274724274742475,2.0,0.6206896551724138,0.5290978340675477,0.5201480681240468,0.5097966127090106,2.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,Dyslexia_label,timeseries,classification,2.0,2546.0,911.0,841.0,,,0.7144540455616654,0.7217772674915743,0.7454623465779071,0.7091756466016714,2.0,0.7156970362239298,0.7117165345216737,0.7367441810298336,0.706648216321593,2.0,0.6218787158145065,0.6260992586724011,0.6416052364006101,0.612767867485231,2.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,Dyslexia_label,merged,classification,2.0,2546.0,911.0,841.0,gaf_fixed,large_resnet,0.7796543597800472,0.791518631724095,0.7050005200748908,0.7207915856637257,2.0,0.6992316136114161,0.6575311559948431,0.6186147723105464,0.6233037546782567,2.0,0.6956004756242569,0.6499846602239607,0.6242691916624301,0.6296021030320548,2.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,Dyslexia_label,merged,classification,2.0,2546.0,911.0,841.0,mtf_fixed,large_resnet,0.9277297721916732,0.9278129545649012,0.9105731225296444,0.9182744375593144,2.0,0.7025246981339188,0.6626254131429445,0.6491279634143711,0.6537224545098792,2.0,0.6123662306777645,0.5604511659344373,0.5591096847991865,0.5596434307741728,2.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,Dyslexia_label,merged,classification,2.0,2546.0,911.0,841.0,heatmap_fixed,large_resnet,0.8315003927729773,0.8133468010889096,0.8359423757021012,0.8204730311121631,2.0,0.725576289791438,0.7075875772740654,0.7281775136441098,0.710330179080179,2.0,0.6813317479191439,0.668529277739804,0.688021098118963,0.6669090350192712,2.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,Dyslexia_label,merged,classification,2.0,2546.0,911.0,841.0,heatmap_zoomed,large_resnet,0.8291437549096622,0.8120768326793355,0.8054789889744123,0.8085512760741732,2.0,0.6959385290889133,0.6563419741906271,0.648966175550618,0.6519087654925546,2.0,0.6230677764565993,0.5816771107567948,0.5839889425521098,0.582553156174791,2.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,Dyslexia_label,merged,classification,2.0,2546.0,911.0,841.0,baseline_fixed,large_resnet,0.8562450903377847,0.8524193548387097,0.8905502392344498,0.8519836098592453,2.0,0.6278814489571899,0.6863579539535368,0.692942813383092,0.6276230036956876,2.0,0.6123662306777645,0.6714844898559247,0.677900991357397,0.6120760889251109,2.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,Dyslexia_label,merged,classification,2.0,2546.0,911.0,841.0,baseline_zoomed,large_resnet,0.8075412411626081,0.8194295681409084,0.8526497815685459,0.8045686392460586,2.0,0.6169045005488474,0.641943470187745,0.6558340703669349,0.6134597732591716,2.0,0.5434007134363853,0.5912659084591305,0.5959741992882562,0.5426966037564855,2.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,meta_Age_label,2d,classification,9.0,2516.0,899.0,883.0,gaf_fixed,large_resnet,0.71939586645469,0.8257092309333753,0.7607346660043339,0.7874462496670225,8.0,0.200222469410456,0.1485446388697049,0.1615165581428831,0.1396102205545945,7.0,0.2457531143827859,0.1821395351416681,0.1873463544793721,0.1765107210977549,6.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,meta_Age_label,2d,classification,9.0,2516.0,899.0,883.0,mtf_fixed,large_resnet,1.0,1.0,1.0,1.0,8.0,0.1835372636262514,0.1450496649466184,0.1441923698931052,0.135791389242381,7.0,0.2276330690826727,0.1683263048823895,0.1854115603107894,0.1665843567158495,6.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,meta_Age_label,2d,classification,9.0,2516.0,899.0,883.0,heatmap_fixed,large_resnet,0.6224165341812401,0.7443998694254352,0.7006828072319338,0.717562749012844,8.0,0.2169076751946607,0.163281377354214,0.1685233211040045,0.1564215957308275,7.0,0.2434881087202718,0.1618171189114667,0.1511729051548251,0.1533115953971323,6.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,meta_Age_label,2d,classification,9.0,2516.0,899.0,883.0,heatmap_zoomed,large_resnet,0.595389507154213,0.7178047716790394,0.4917023569113657,0.5467970930996546,8.0,0.1479421579532814,0.1379541952747709,0.1407616356497071,0.1032433862404914,7.0,0.2480181200453001,0.1683958213778475,0.175239047670856,0.1422159036466433,6.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,meta_Age_label,2d,classification,9.0,2516.0,899.0,883.0,baseline_fixed,large_resnet,0.8294912559618441,0.8890905747234141,0.8719965168179091,0.8761418921542965,8.0,0.2280311457174638,0.1804786962090581,0.1878052937675624,0.1688907598219425,7.0,0.2344280860702151,0.2019322980883217,0.1762621169383584,0.1817561966160635,6.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,meta_Age_label,2d,classification,9.0,2516.0,899.0,883.0,baseline_zoomed,large_resnet,1.0,1.0,1.0,1.0,8.0,0.203559510567297,0.127090360064498,0.1355689826533541,0.1220224650618912,7.0,0.2197055492638731,0.1596933583575651,0.1676943117439341,0.1576574092426087,6.0,,,,,,,,,,,,,
Dyslexia_2_ready_data_fixations,meta_Age_label,timeseries,classification,9.0,2516.0,899.0,883.0,,,0.3775834658187599,0.2698470632035333,0.21889294089286,0.2032122236323305,8.0,0.1890989988876529,0.127569644965287,0.1691801871480719,0.1181964048077236,7.0,0.304643261608154,0.2249644095863872,0.2103236993406445,0.1915498995579579,6.0,,,,,,,,,,,,,
